Dose,PIER,BestPIER,Count,Model,Group,Method
31.0,0.4159102966769063,0.41863700332093534,4,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
32.0,0.4972009494757551,0.6147879847171587,4,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
33.0,0.34572492749694694,0.45319126981793684,4,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
34.0,0.15843973078161905,0.2622068007986934,4,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
35.0,0.32476462502654796,0.4979733321922744,4,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
36.0,0.6245646583713579,0.6309118519155643,4,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
37.0,0.5255443451331874,0.532287616163073,4,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
38.0,0.08570667593876827,0.12138302147277646,4,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
39.0,0.5133040772346622,0.6163752053200391,4,Architectural Divergence (DeBERTa-MNLI),Low Redundancy,JointPairUCB
0.0,,,0,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
1.0,3.2756883293089817e-09,6.576122590917777e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
2.0,1.781580480256055e-09,1.8870609041305927e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
3.0,1.731112938832662e-09,1.8209634113086626e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
4.0,1.8309305637014457e-09,1.9670570389554443e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
5.0,1.8497361177483018e-09,1.932809771607036e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
6.0,1.8197377018152698e-09,1.938996043587826e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
7.0,1.9067860787854115e-09,2.267451545967525e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
8.0,1.863015343485259e-09,1.9302728577856587e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
9.0,1.748518217801337e-09,1.8821193824378885e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
10.0,1.7539438344630134e-09,1.878362303371628e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
11.0,1.7809945527183745e-09,1.9365372549897536e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
12.0,1.7695227470442808e-09,1.902121344004963e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
13.0,1.8166437549862098e-09,1.9566793315814457e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
14.0,1.8070027744448182e-09,1.9300566739439973e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
15.0,1.8216684363588666e-09,1.9585024727203706e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
16.0,1.7738009821455351e-09,1.9998708629875503e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
17.0,1.8254470459816892e-09,1.974537412480909e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
18.0,1.773280056539643e-09,1.9032459706554497e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
19.0,1.7633189481041506e-09,1.8531643986279683e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
20.0,1.7810374710782127e-09,1.922581197326065e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
21.0,1.801186417897671e-09,1.933719185644167e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
22.0,1.7882910702751952e-09,1.867201309150787e-09,6,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
23.0,1.8023446727048406e-09,1.8767776796633356e-09,4,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
24.0,1.7360287780888647e-09,1.8742319658066053e-09,4,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
25.0,1.7289381452120084e-09,1.856945788542702e-09,4,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
26.0,1.7526943500061412e-09,1.8808674956058424e-09,4,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
27.0,1.6982929547252126e-09,1.8204609883356454e-09,4,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
28.0,1.726842243743136e-09,1.8469261508623908e-09,4,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
29.0,1.9171507693004075e-09,1.9568840363241857e-09,4,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
30.0,1.7970144686532685e-09,1.9377579475905737e-09,4,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
31.0,1.764658893402965e-09,1.8586975244518078e-09,4,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
32.0,1.7492324776158252e-09,1.830354767057285e-09,4,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
33.0,1.786571870478204e-09,1.8993730546701393e-09,4,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
34.0,1.739860077299045e-09,1.8445287669217186e-09,4,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
35.0,1.6762966608329863e-09,1.7839083381061133e-09,4,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
36.0,1.7012012604828916e-09,1.8231323148203138e-09,4,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
37.0,1.825207546625289e-09,1.86874015936124e-09,4,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
38.0,1.7903296510232702e-09,1.884534392470119e-09,4,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
39.0,1.7461420748991069e-09,1.8808530457929684e-09,4,Perfect Redundancy (Clone),High Redundancy,JointPairUCB
0.0,,,0,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
1.0,0.14458447764846827,0.22169552120337027,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
2.0,0.09532850972061901,0.14254499367664897,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
3.0,0.2678941080162216,0.5089622999787902,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
4.0,0.3623600118667474,0.5702310918192024,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
5.0,0.0730974507736697,0.11777215761074727,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
6.0,0.09611590668919982,0.20705748391399714,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
7.0,0.38788987765465505,0.5015388730598729,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
8.0,0.18399919526114736,0.34123581859876506,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
9.0,0.13884257148882254,0.2865527269651087,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
10.0,0.21009702795588195,0.4754570731190385,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
11.0,0.22246309987498733,0.3081640826758134,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
12.0,0.27650768414321847,0.355171848993451,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
13.0,0.2338530499438889,0.41912223559084916,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
14.0,0.23335418363237084,0.45867502810361604,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
15.0,0.232055740034809,0.33796123209342843,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
16.0,0.22035120737646507,0.28690510481276665,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
17.0,0.15715762809110134,0.44508709257354495,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
18.0,0.19085687158805545,0.35752599360280135,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
19.0,0.23325107327515404,0.4212682028792739,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
20.0,0.17729259503618197,0.2827442570735842,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
21.0,0.12814663999752754,0.234525933146581,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
22.0,0.20612854011020798,0.34287754066820764,6,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
23.0,0.18016147376941793,0.25066531488026345,4,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
24.0,0.2798429395607916,0.46487497349261,4,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
25.0,0.25314718324625,0.49026187072033406,4,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
26.0,0.016302247733203823,0.029367347123640863,4,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
27.0,0.1531962060620597,0.25704080568016807,4,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
28.0,0.22806646289102644,0.32491657594578305,4,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
29.0,0.17295088503712147,0.32156208293044986,4,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
30.0,0.12411844798098237,0.24139919446352776,4,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
31.0,0.17220584406877543,0.1790718613480915,4,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
32.0,0.0888296012511785,0.14685571117294505,4,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
33.0,0.3607903269876488,0.4167519247380047,4,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
34.0,0.25811063838586085,0.43231870714456355,4,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
35.0,0.29602943661766223,0.5079837873556097,4,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
36.0,0.06239046400458076,0.11534838661194202,4,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
37.0,0.08753307656701209,0.16747524678208758,4,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
38.0,0.2193855560891314,0.39853050347803154,4,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
39.0,0.09091292023313086,0.16194087825338543,4,Parametric Divergence (BART-MNLI),Uniqueness,JointPairUCB
